SEARCH_ENGLISH|QUIZ_ENGLISH|SUBSECTION_ENGLISH|SEARCH_SPANISH|QUIZ_SPANISH|SUBSECTION_SPANISH|SEARCH_FRENCH|QUIZ_FRENCH|SUBSECTION_FRENCH|SEARCH_ITALIAN|QUIZ_ITALIAN|SUBSECTION_ITALIAN|SEARCH_CHINESE|QUIZ_CHINESE|SUBSECTION_CHINESE|SEARCH_ARABIC|QUIZ_ARABIC|SUBSECTION_ARABIC|SEARCH_RUSSIAN|QUIZ_RUSSIAN|SUBSECTION_RUSSIAN|X-Axis|Y-Axis|SOURCE IMAGE|SECTION
Bone, Shoulder, Scapula, Supraspinous Fossa|Supraspinous Fossa of Scapula|Shoulder|Hueso, Hombro, Omóplato, Fosa Supraspinosa|Fosa Supraspinosa de la Escápula|Hombro|Os, Épaule, Omoplate, Fossette Supraspineuse|Fossa supraspineuse de l'omoplate|Épaule|Osso, Spalla, Scapola, Fossa Suprasciata|Fossa Superstaccina Di Scapola|Spalla|骨，肩，肩胛骨，棘上窝|肩胛骨棘上窝|肩|العظام، الكتف، الكتف، الحفره فوق شوكة الكتف|الحفره فوق شوكة الكتف|كتف|Кость, Плечо, Лопатка, надостная ямка|надостная ямка лопатки|Плечо|2539|2054|15 - BONES - 07.jpg|15 - Bones
Bone, Shoulder, Scapula, Coracoid Process|Coracoid Process of Scapula|Shoulder|Hueso, Hombro, Omóplato, Proceso Coracoides|Proceso Coracoides de la Escápula|Hombro|Os, Épaule, Scapula, Processus Coracoïde|Processus coracoïde de l'omoplate|Épaule|Osso, Spalla, Scapola, Processo Coracoideo|Processo Coracoideo Di Scapola|Spalla|骨，肩，肩胛骨，肩胛骨喙突|肩胛骨喙突|肩|العظام، الكتف، الكتف، الفرع الغرابي|الفرع الغرابي|كتف|Кость, Плечо, Лопатка, клювовидный отросток|клювовидный отросток лопатки|Плечо|2787|2006|15 - BONES - 07.jpg|15 - Bones
Bone, Shoulder, Scapula, Glenoid Fossa|Glenoid Fossa of Scapula|Shoulder|Hueso, Hombro, Omóplato, Fosa Glenoidea|Fosa Glenoidea de la Escápula|Hombro|Os, Épaule, Scapula, Fosse Glaïeul|Fossa glénoïde de Scapula|Épaule|Ossa, Spalla, Scapola, Fossa Glenoidea|Fossa Glenoidea Della Scapola|Spalla|骨，肩，肩胛骨，肩臼窝|肩胛骨肩臼窝|肩|العظام، الكتف، كتف، الحفره الحقانيه|الحفره الحقانيه|كتف|Кость, Плечо, Лопатка, суставная ямка|суставная ямка лопатки|Плечо|3115|2230|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 1|Rib 1|Ribs|Hueso, Costillas, Costilla 1|Costilla 1|Costillas|Os, Côtes, Côtes 1|Rib 1|Côtes|Osso, Costole, Costola 1|Costola 1|Costolette|骨，肋骨，肋骨1|肋骨1|肋骨|العظام، الأضلاع، الضلع 1|الضلع 1|ضلوع|Кость, Ребра, Ребро 1|Ребро 1|Ребра|2212|1742|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 2|Rib 2|Ribs|Hueso, Costillas, Costilla 2|Costilla 2|Costillas|Os, Côtes, Côte 2|Rib 2|Côtes|Osso, Costole, Costola 2|Costola 2|Costolette|骨，肋骨，肋骨2|肋骨2|肋骨|العظام، الأضلاع، الضلع 2|الضلع 2|ضلوع|Кость, Ребра, Ребро 2|Ребро 2|Ребра|2372|1862|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 3|Rib 3|Ribs|Hueso, Costillas, Costilla 3|Costilla 3|Costillas|Os, Côtes, Côte 3|Côte 3|Côtes|Osso, Costole, Costola 3|Costola 3|Costolette|骨，肋骨，肋骨3|肋骨3|肋骨|العظام، الأضلاع، الضلع 3|الضلع 3|ضلوع|Кость, Ребра, Ребро 3|Ребро 3|Ребра|2340|1982|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 4|Rib 4|Ribs|Hueso, Costillas, Costilla 4|Costilla 4|Costillas|Os, Côtes, Côte 4|Rib 4|Côtes|Osso, Costole, Costola 4|Costola 4|Costolette|骨，肋骨，肋骨4|肋骨4|肋骨|العظام، الأضلاع، الضلع 4|الضلع 4|ضلوع|Кость, Ребра, Ребро 4|Ребро 4|Ребра|2276|2142|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 5|Rib 5|Ribs|Hueso, Costillas, Costilla 5|Costilla 5|Costillas|Os, Côtes, Côtes 5|Rib 5|Côtes|Osso, Costole, Costata 5|Costola 5|Costolette|骨，肋骨，肋骨5|肋骨5|肋骨|العظام، الأضلاع، الضلع 5|الضلع 5|ضلوع|Кость, Ребра, Ребро 5|Ребро 5|Ребра|2268|2357|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 6|Rib 6|Ribs|Hueso, Costillas, Costilla 6|Costilla 6|Costillas|Os, Côtes, Côtes 6|Rib 6|Côtes|Osso, Costole, Costola 6|Costola 6|Costolette|骨，肋骨，肋骨6|肋骨6|肋骨|العظام، الأضلاع، الضلع 6|الضلع 6|ضلوع|Кость, Ребра, Ребро 6|Ребро 6|Ребра|2276|2573|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 7|Rib 7|Ribs|Hueso, Costillas, Costilla 7|Costilla 7|Costillas|Os, Côtes, Côte 7|Rib 7|Côtes|Osso, Costole, Costola 7|Costola 7|Costolette|骨，肋骨，肋骨7|肋骨7|肋骨|العظام، الأضلاع، الضلع 7|الضلع 7|ضلوع|Кость, Ребра, Ребро 7|Ребро 7|Ребра|2340|2845|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 8 (False)|Rib 8 (False)|Ribs|Hueso, Costillas, Costilla 8 (Falso)|Costilla 8 (Falso)|Costillas|Os, Côtes, Côte 8 (Faux)|Rib 8 (Faux)|Côtes|Osso, Costole, Costola 8 (Falsa)|Costola 8 (Falsa)|Costolette|骨，肋骨，肋骨8（假）|肋骨8（假）|肋骨|العظام، الأضلاع، الضلع 8 (الكاذب)|الضلع 8 (الكاذب)|ضلوع|Кость, Ребра, Ребро 8 (Ложное)|Ребро 8 (ложное)|Ребра|2404|3125|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 9 (False)|Rib 9 (False)|Ribs|Hueso, Costillas, Costilla 9 (Falso)|Costilla 9 (Falso)|Costillas|Os, Côtes, Côtes 9 (Faux)|Rib 9 (Faux)|Côtes|Osso, Costole, Costola 9 (Falsa)|Rib 9 (Falsa)|Costolette|骨，肋骨，肋骨9（假）|肋骨9（假）|肋骨|العظام، الأضلاع، الضلع 9 (الكاذب)|الضلع 9 (الكاذب)|ضلوع|Кость, Ребра, Ребро 9 (Ложное)|Ребро 9 (ложное)|Ребра|2428|3420|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 10 (False)|Rib 10 (False)|Ribs|Hueso, Costillas, Costilla 10 (Falso)|Costilla 10 (Falso)|Costillas|Os, Côtes, Côte 10 (Faux)|Rib 10 (Faux)|Côtes|Osso, Costole, Costola 10 (Falsa)|Rib 10 (Falsa)|Costolette|骨，肋骨，肋骨10（假）|肋骨10（假）|肋骨|العظام، الأضلاع، الضلع 10 (الكاذب)|الضلع 10 (الكاذب)|ضلوع|Кость, Ребра, Ребро 10 (Ложное)|Ребро 10 (ложное)|Ребра|2436|3676|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 11 (Floating)|Rib 11 (Floating)|Ribs|Hueso, Costillas, Costilla 11 (Flotante)|Costilla 11 (Flotante)|Costillas|Os, Côtes, Côte 11 (Flottant)|Rib 11 (flottant)|Côtes|Osso, Costole, Costola 11 (Galleggiante)|Rib 11 (Fluttuante)|Costolette|骨，肋骨，肋骨11（浮动）|肋骨11（浮动）|肋骨|العظام، الأضلاع، الضلع 11 (العائمة)|الضلع 11 (العائم)|ضلوع|Кость, Ребра, Ребро 11 (Плавающее)|Ребро 11 (плавающее)|Ребра|2404|3940|15 - BONES - 07.jpg|15 - Bones
Bone, Ribs, Rib 12 (Floating)|Rib 12 (Floating)|Ribs|Hueso, Costillas, Costilla 12 (Flotante)|Costilla 12 (Flotante)|Costillas|Os, Côtes, Côte 12 (Flottant)|Rib 12 (flottant)|Côtes|Osso, Costole, Costola 12 (Galleggiante)|Rib 12 (Fluttuante)|Costolette|骨，肋骨，肋骨12（浮动）|肋12（浮动）|肋骨|العظام، الأضلاع، الضلع 12 (العائمة)|الضلع 12 (العائم)|ضلوع|Кость, Ребра, Ребро 12 (Плавающее)|Ребро 12 (плавающее)|Ребра|2332|4236|15 - BONES - 07.jpg|15 - Bones
Bone, Spine, Sacrum|Sacrum|Pelvis|Hueso, Columna Vertebral, Sacro|Sacro|Pelvis|Os, Colonne Vertébrale, Sacrum|Sacrum|Pelvis|Osso, Colonna Vertebrale, Sacro|Sacro|Bacino|骨，脊柱，骶骨|骶骨|骨盆|العظام، العمود الفقري، عجز|عجز|حوض|Кость, Позвоночник, крестец|Крестец|Таз|815|471|15 - BONES - 08.jpg|15 - Bones
Bone, Pelvis, Ilium|Ilium|Pelvis|Hueso, Pelvis, Ilion|Ilion|Pelvis|Os, Pelvis, Ilium|Ilion|Pelvis|Osso, Pelvi, Ilio|Ilio|Bacino|骨，骨盆，髂骨|髂骨|骨盆|العظام، الحوض، حرقفه|حرقفه|حوض|Кость, Таз, подвздошная кость|подвздошная кость|Таз|1299|1594|15 - BONES - 08.jpg|15 - Bones
Bone, Pelvis, Pubis|Pubis|Pelvis|Hueso, Pelvis, Pubis|Pubis|Pelvis|Os, Pelvis, Pubis|Pubis|Pelvis|Bone, Pelvi, Pubis|Pube|Bacino|骨，骨盆，耻骨|耻骨|骨盆|العظام، الحوض، حوض|حوض|حوض|Кость, Таз, лобковая кость|Лобковая кость|Таз|939|963|15 - BONES - 08.jpg|15 - Bones
Bone, Pelvis, Ischium|Ischium|Pelvis|Hueso, Pelvis, Isquion|Isquion|Pelvis|Os, Pelvis, Ischium|Ischium|Pelvis|Osso, Pelvi, Ischio|Ischio|Bacino|骨，骨盆，坐骨|坐骨|骨盆|العظام، الحوض، ورك|ورك|حوض|Кость, Таз, седалищная кость|седалищная кость|Таз|459|2402|15 - BONES - 08.jpg|15 - Bones
Bone, Pelvis, Pubic Symphysis|Pubic Symphysis|Pelvis|Hueso, Pelvis, Sínfisis Púbica|Sínfisis Púbica|Pelvis|Os, Pelvis, Symphyse Pubienne|Symphyse pubienne|Pelvis|Ossa, Bacino, Sinfisi Pubica|Sinfisi Pubica|Bacino|骨，骨盆，耻骨联合|耻骨联合|骨盆|العظام، الحوض، الارتفاق العاني|الارتفاق العاني|حوض|Кость, Таз,лобковый Симфиз|лобковый симфиз|Таз|803|1007|15 - BONES - 08.jpg|15 - Bones
Bone, Pelvis, Coccyx|Coccyx|Pelvis|Hueso, Pelvis, Coxis|Coxis|Pelvis|Os, Pelvis, Coccyx|Coccyx|Pelvis|Bone, Pelvi, Coccige|Coccige|Bacino|骨，骨盆，尾骨|尾骨|骨盆|العظام، الحوض، العصعص|العصعص|حوض|Кость, Таз, копчик|Копчик|Таз|791|2386|15 - BONES - 08.jpg|15 - Bones
Bone, Shoulder, Clavicle|Clavicle|Shoulder|Hueso, Hombro, Clavícula|Clavícula|Hombro|Os, Épaule, Clavicule|Clavicule|Épaule|Osso, Spalla, Clavicola|Clavicola|Spalla|骨，肩，锁骨|锁骨|肩|العظام، الكتف، الترقوة|الترقوة|كتف|Кость, Плечо, Ключица|ключица|Плечо|1551|272|15 - BONES - 09.jpg|15 - Bones
Bone, Shoulder, Scapula|Scapula|Shoulder|Hueso, Hombro, Escápula|Escápula|Hombro|Os, Épaule, Scapula|Omoplate|Épaule|Osso, Spalla, Scapola|Scapola|Spalla|骨，肩膀，肩胛骨|肩胛骨|肩|العظام، الكتف، عظام الكتف|عظام الكتف|كتف|Кость, Плечо, Лопатка|лопатка|Плечо|1626|1042|15 - BONES - 09.jpg|15 - Bones
Bone, Shoulder, Articular Cartilage|Articular Cartilage|Shoulder|Hueso, Hombro, Cartílago Articular|Cartílago Articular|Hombro|Os, Épaule, Cartilage Articulaire|Cartilage articulaire|Épaule|Osso, Spalla, Cartilagine Articolare|Cartilagine Articolare|Spalla|骨，肩，关节软骨|关节软骨|肩|العظام، الكتف، المفصل الغضروف|المفصل الغضروف|كتف|Кость, Плечо, Суставной Хрящ|Суставной хрящ|Плечо|1149|587|15 - BONES - 09.jpg|15 - Bones
Bone, Shoulder, Fibrous Capsule|Fibrous Capsule|Shoulder|Hueso, Hombro, Cápsula Fibrosa|Cápsula Fibrosa|Hombro|Os, Épaule, Capsule Fibreuse|Capsule fibreuse|Épaule|Osso, Spalla, Capsula Fibrosa|Capsula Fibrosa|Spalla|骨，肩，纤维囊|纤维囊|肩|العظام، الكتف، كبسولة ليفية|كبسولة ليفية|كتف|Кость, Плечо, Волокнистая Капсула|Волокнистая капсула|Плечо|1203|548|15 - BONES - 09.jpg|15 - Bones
Bone, Shoulder, Synovial Membrane|Synovial Membrane|Shoulder|Hueso, Hombro, Membrana Sinovial|Membrana Sinovial|Hombro|Os, Épaule, Membrane Synoviale|Membrane synoviale|Épaule|Osso, Spalla, Membrana Sinoviale|Membrana Sinoviale|Spalla|骨，肩，滑膜|滑膜|肩|العظام، الكتف، غشاء الزليلي|غشاء الزليلي|كتف|Кость, Плечо, Синовиальная оболочка|Синовиальная оболочка|Плечо|948|533|15 - BONES - 09.jpg|15 - Bones
Bone, Shoulder, Cavity With Synovial Fluid|Cavity With Synovial Fluid|Shoulder|Hueso, Hombro, Cavidad con Líquido Sinovial|Cavidad con Líquido Sinovial|Hombro|Os, Épaule, Cavité Avec Liquide Synovial|Cavité avec fluide synovial|Épaule|Osso, Spalla, Cavità Con Liquido Sinoviale|Cavità Con Liquido Sinoviale|Spalla|骨，肩，含滑液的空腔|含滑液的空腔|肩|العظام، الكتف، تجويف مع السائل الزليلي|تجويف مع السائل الزليلي|كتف|Кость, Плечо, Полость С Синовиальной Жидкостью|Полость с синовиальной жидкостью|Плечо|1272|650|15 - BONES - 09.jpg|15 - Bones
Bone, Elbow, Humerus|Humerus|Elbow|Hueso, Codo, Húmero|Húmero|Codo|Os, Coude, Humérus|Humérus|Coude|Osso, Gomito, Omero|Omero|Gomito|骨，手肘，肱骨|肱骨|弯头|العظام، الكوع، العضد|العضد|كوع|Кость, Локоть, плечевая кость|плечевая кость|Локоть|289|176|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Fat Pad|Fat Pad|Elbow|Hueso, Codo, Almohadilla de Grasa|Almohadilla de Grasa|Codo|Os, Coude, Coussin De Graisse|Fat Pad|Coude|Osso, Gomito, Cuscinetto Grasso|Cuscinetto Adiposo|Gomito|骨，手肘，脂肪垫|脂肪垫|弯头|العظام، الكوع، وسادة الدهون |وسادة الدهون|كوع|Кость, Локоть, Жировое тело|Жировое тело|Локоть|357|212|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Triceps Tendon|Triceps Tendon|Elbow|Hueso, Codo, Tendón del Tríceps|Tendón del Tríceps|Codo|Os, Coude, Tendon Triceps|Triceps Tendon|Coude|Osso, Gomito, Tendine Del Tricipite|Tendine Del Tricipite|Gomito|骨，肘，三头肌腱|三头肌腱|弯头|العظام، الكوع، وتر ثلاثي الرؤوس |وتر ثلاثي الرؤوس|كوع|Кость, Локоть, Сухожилие Трицепса|сухожилие трицепса|Локоть|177|412|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Bursa|Bursa|Elbow|Hueso, Codo, Bolsa|Bolsa|Codo|Os, Coude, Bourse|Bursa|Coude|Osso, Gomito, Borsa|Borsa|Gomito|骨，手肘，粘液囊|粘液囊|弯头|العظام، الكوع، جراب|جراب|كوع|Кость, Локоть, сумка|сумка|Локоть|201|499|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Trochlea|Trochlea|Elbow|Hueso, Codo, Trochlea|Trochlea|Codo|Os, Coude, Trochlée|Trochlée|Coude|Osso, Gomito, Troclea|Troclea|Gomito|骨，手肘，肱骨滑车|肱骨滑车|弯头|العظام، الكوع، بكره|بكره|كوع|Кость, Локоть, вертел|вертел|Локоть|400|521|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Articular Cartilage of Trochlear Notch|Articular Cartilage of Trochlear Notch|Elbow|Hueso, Codo, Cartílago Articular de La Muesca Troclear|Cartílago Articular de Muesca Troclear|Codo|Os, Coude, Cartilage Articulaire De L'Entaille Trochléaire|Cartilage articulaire de l'entaille trochléaire|Coude|Osso, Gomito, Cartilagine Articolare Della Tacca Trocleare|Cartilagine Articolare Della Tacca Trochlear|Gomito|骨，肘，滑车槽口关节软骨|滑车槽口关节软骨|弯头|العظام، الكوع، غضروف المفصل في نتوء البكره|غضروف المفصل في نتوء البكره|كوع|Кость, Локоть, Суставной Хрящ вертельной вырезки|Суставной хрящ вертельной вырезки|Локоть|409|592|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Olecranon Bursa|Olecranon Bursa|Elbow|Hueso, Codo, Bolsa Olecraniana|Bolsa Olecraniana|Codo|Os, Coude, Bourse D'Olécrâne|Olécranon Bursa|Coude|Osso, Gomito, Olecrano Bursa|Borsa Dell'Olecrano|Gomito|骨，手肘，鹰嘴囊|鹰嘴囊|弯头|العظام، الكوع، الجراب الزجي|الجراب الزجي|كوع|Кость, Локоть, локтевая подкожная сумка|локтевая подкожная сумка|Локоть|315|754|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Ulna|Ulna|Elbow|Hueso, Codo, Cúbito|Cúbito|Codo|Os, Coude, Ulna|Cubitus|Coude|Osso, Gomito, Ulna|Ulna|Gomito|骨，手肘，尺骨|尺骨|弯头|العظام، الكوع، الزند|الزند|كوع|Кость, Локоть, локтевая кость|локтевая кость|Локоть|688|643|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Coronoid Process|Coronoid Process|Elbow|Hueso, Codo, Proceso Coronoide|Proceso Coronoide|Codo|Os, Coude, Processus Coronoïde|Coronoïde|Coude|Osso, Gomito, Processo Coronoide|Processo Coronoide|Gomito|骨，肘，冠状突|冠状突|弯头|العظام، الكوع، الفرع الناتئ الاكليلي|الفرع الناتئ الاكليلي|كوع|Кость, Локоть, венечный отросток|венечный отросток|Локоть|517|520|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Tendon of Brachialis Muscle|Tendon of Brachialis Muscle|Elbow|Hueso, Codo, Tendón del Músculo Braquial|Tendón de Braquial Músculo|Codo|Os, Coude, Tendon De Brachialis Muscle|Tendon du muscle de Brachialis|Coude|Osso, Gomito, Tendine Del Muscolo Brachiale|Tendine Del Muscolo Brachiale|Gomito|骨，肘，肱肌肌腱|肱肌肌腱|弯头|العظام، الكوع، وتر العضله العضديه|وتر العضله العضديه|كوع|Кость, Локоть, Сухожилие плечевой мышцы|Сухожилие плечевой мышцы|Локоть|556|526|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Articular Cartilage of Trochlear|Articular Cartilage of Trochlear|Elbow|Hueso, Codo, Cartílago Articular de Troclear|Cartílago Articular de Troclear|Codo|Os, Coude, Cartilage Articulaire De Trochlear|Cartilage articulaire de Trochlear|Coude|Osso, Gomito, Cartilagine Articolare Di Trocleare|Cartilagine Articolare Di Trochlear|Gomito|骨，肘关节，滑车关节软骨|滑车关节软骨|弯头|العظام، الكوع، بكرة الغضروف المفصلي |بكرة الغضروف المفصلي|كوع|Кость, Локоть, Суставной Хрящ вертела|Суставной хрящ вертела|Локоть|465|446|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Articular Capsule|Articular Capsule|Elbow|Hueso, Codo, Cápsula Articular|Cápsula Articular|Codo|Os, Coude, Capsule Articulaire|Capsule articulaire|Coude|Osso, Gomito, Capsula Articolare|Capsula Articolare|Gomito|骨，手肘，关节囊|关节囊|弯头|العظام، الكوع، كبسولة المفصل |كبسولة المفصل|كوع|Кость, Локоть, Суставная Капсула|Суставная капсула|Локоть|352|334|15 - BONES - 11.jpg|15 - Bones
Bone, Elbow, Synovial Membrane|Synovial Membrane|Elbow|Hueso, Codo, Membrana Sinovial|Membrana Sinovial|Codo|Os, Coude, Membrane Synoviale|Membrane synoviale|Coude|Osso, Gomito, Membrana Sinoviale|Membrana Sinoviale|Gomito|骨，肘，滑膜|滑膜|弯头|العظام، الكوع، الغشاء الزليلي|الغشاء الزليلي|كوع|Кость, Локоть, Синовиальная оболочка|Синовиальная оболочка|Локоть|387|355|15 - BONES - 11.jpg|15 - Bones
